     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        11099 	       15.696 	        -9.65 	        -0.08 	        -0.45 	        -0.00 	         0.06 	         0.00 
        11100 	       15.712 	        -9.64 	        -0.17 	        -0.57 	        -0.00 	        -0.02 	         0.00 
        11101 	       15.728 	        -9.62 	        -0.18 	        -0.65 	        -0.00 	        -0.02 	         0.00 
        11102 	       15.744 	        -9.59 	        -0.19 	        -0.73 	        -0.00 	        -0.07 	         0.00 
        11103 	       15.760 	        -9.62 	        -0.16 	        -0.70 	        -0.01 	        -0.20 	         0.01 
        11104 	       15.776 	        -9.63 	        -0.02 	        -0.48 	        -0.07 	        -0.26 	         0.01 
        11105 	       15.792 	        -9.67 	         0.64 	        -0.07 	        -0.43 	        -0.15 	        -0.00 
        11106 	       15.808 	        -9.63 	         0.20 	        -0.72 	        -0.46 	        -0.03 	        -0.01 
        11107 	       15.824 	        -9.34 	        -0.24 	        -2.02 	        -0.78 	        -0.19 	        -0.02 
        11108 	       15.840 	        -9.64 	        -1.16 	        -0.89 	        -0.88 	         0.01 	        -0.05 
        11109 	       15.856 	        -9.68 	        -0.18 	        -0.39 	        -0.69 	        -0.03 	        -0.02 
        11110 	       15.872 	        -9.60 	         0.01 	        -0.16 	        -0.57 	        -0.06 	        -0.04 
        11111 	       15.888 	        -9.52 	         0.67 	        -0.34 	        -0.45 	        -0.02 	         0.00 
        11112 	       15.904 	        -9.50 	        -0.35 	         0.07 	        -0.55 	        -0.07 	        -0.07 
        11113 	       15.920 	        -9.81 	        -0.63 	        -0.57 	        -0.37 	        -0.10 	        -0.01 
        11114 	       15.936 	        -9.66 	        -0.17 	        -0.21 	        -0.26 	        -0.19 	        -0.08 
        11115 	       15.952 	       -10.09 	        -0.14 	        -0.82 	        -0.41 	        -0.13 	        -0.02 
        11116 	       15.968 	        -9.59 	        -0.44 	        -0.31 	        -0.51 	        -0.40 	        -0.08 
        11117 	       15.984 	        -9.78 	        -0.20 	        -0.51 	        -0.48 	        -0.34 	         0.01 
        11118 	       16.000 	        -9.85 	        -0.15 	        -0.31 	        -0.43 	        -0.38 	        -0.00 
        11119 	       16.016 	        -9.85 	        -0.20 	        -0.29 	        -0.41 	        -0.42 	         0.01 
        11120 	       16.032 	        -9.62 	        -0.73 	        -0.59 	        -0.48 	        -0.45 	        -0.01 
        11121 	       16.048 	        -9.78 	        -0.26 	        -0.13 	        -0.64 	        -0.69 	         0.02 
        11122 	       16.064 	        -9.35 	        -0.38 	         0.17 	        -0.99 	        -0.93 	         0.02 
        11123 	       16.080 	        -9.32 	         0.13 	         0.68 	        -0.97 	        -1.22 	        -0.04 
        11124 	       16.096 	        -9.22 	        -0.89 	         0.07 	        -1.04 	        -1.43 	         0.07 
        11125 	       16.112 	        -9.51 	        -0.08 	         1.07 	        -0.77 	        -1.10 	         0.01 
        11126 	       16.128 	        -9.58 	        -0.38 	         0.58 	        -0.46 	        -1.10 	         0.00 
        11127 	       16.144 	        -9.47 	        -0.69 	         0.78 	        -0.14 	        -1.10 	        -0.09 
        11128 	       16.160 	       -10.62 	        -0.87 	         1.83 	         0.39 	        -1.46 	        -0.31 
        11129 	       16.176 	        -9.68 	        -0.48 	         1.92 	         0.43 	        -1.84 	        -0.84 
        11130 	       16.192 	        -8.94 	        -0.27 	         2.06 	         0.49 	        -2.21 	        -0.73 
        11131 	       16.208 	        -9.56 	        -0.56 	         1.81 	         0.43 	        -2.12 	        -0.32 
        11132 	       16.224 	        -9.94 	        -0.02 	         1.88 	         0.29 	        -2.05 	        -0.02 
        11133 	       16.240 	        -9.27 	        -0.15 	         2.58 	         0.10 	        -2.15 	         0.11 
        11134 	       16.256 	        -8.63 	        -0.68 	         3.56 	         0.10 	        -2.20 	         0.00 
        11135 	       16.272 	        -9.33 	        -0.44 	         3.51 	         0.11 	        -1.77 	         0.01 
        11136 	       16.288 	        -9.96 	         0.43 	         2.84 	         0.12 	        -2.67 	        -0.10 
        11137 	       16.304 	        -8.23 	        -0.31 	         4.71 	         0.12 	        -2.84 	        -0.24 
        11138 	       16.320 	        -8.51 	         0.59 	         4.62 	         0.31 	        -3.46 	        -0.47 
        11139 	       16.336 	        -7.03 	        -0.41 	         4.74 	         0.55 	        -4.26 	        -0.38 
        11140 	       16.352 	        -5.89 	         0.13 	         6.05 	         0.69 	        -4.51 	        -0.22 
        11141 	       16.368 	        -7.26 	         0.04 	         6.06 	         0.81 	        -4.49 	        -0.13 
        11142 	       16.384 	        -9.57 	        -0.16 	         6.88 	         0.99 	        -4.41 	        -0.44 
        11143 	       16.400 	        -8.07 	        -0.24 	         6.87 	         0.93 	        -3.75 	        -0.08 
        11144 	       16.416 	        -6.10 	        -0.43 	         7.44 	         0.80 	        -3.30 	        -0.21 
        11145 	       16.432 	        -5.95 	        -0.18 	         8.33 	         0.51 	        -2.90 	        -0.67 
        11146 	       16.448 	        -4.93 	        -0.59 	         8.19 	         0.34 	        -2.62 	        -0.51 
        11147 	       16.464 	        -4.37 	        -0.23 	         8.49 	         0.29 	        -2.67 	        -0.40 
        11148 	       16.480 	        -3.45 	        -0.54 	         8.94 	         0.21 	        -2.50 	        -0.37 
        11149 	       16.496 	        -4.28 	        -1.22 	         8.96 	         0.41 	        -3.15 	        -0.39 
        11150 	       16.512 	        -1.75 	        -0.09 	         8.86 	         0.44 	        -3.15 	        -0.02 
        11151 	       16.528 	        -3.13 	        -0.19 	         8.58 	         0.46 	        -2.75 	         0.07 
        11152 	       16.544 	        -2.43 	        -0.01 	         9.17 	         0.22 	        -2.93 	         0.10 
        11153 	       16.560 	         0.14 	        -1.38 	         8.85 	         0.43 	        -2.87 	        -0.01 
        11154 	       16.576 	        -1.57 	        -1.12 	         8.39 	         0.27 	        -3.34 	        -0.17 
        11155 	       16.592 	        -0.56 	         1.03 	         9.85 	         0.06 	        -3.59 	         0.41 
        11156 	       16.608 	         0.07 	         0.05 	         9.43 	        -1.08 	        -2.96 	        -0.21 
        11157 	       16.624 	        -0.46 	         0.35 	        10.83 	        -0.34 	        -3.48 	        -0.17 
        11158 	       16.640 	        -2.67 	         1.62 	        11.85 	        -0.09 	        -1.64 	         0.10 
        11159 	       16.656 	         0.19 	        -0.02 	        10.00 	        -0.00 	        -0.01 	         0.00 
        11160 	       16.672 	         0.17 	        -0.12 	         9.86 	        -0.01 	         0.00 	        -0.00 
        11161 	       16.688 	         0.18 	        -0.14 	         9.90 	        -0.00 	         0.01 	        -0.00 
        11162 	       16.704 	         0.18 	        -0.16 	         9.83 	        -0.00 	         0.01 	        -0.00 
        11163 	       16.720 	         0.79 	        -0.25 	         9.87 	         0.00 	         0.01 	         0.02 
        11164 	       16.736 	        -0.80 	        -0.09 	         9.88 	        -0.00 	        -0.00 	         0.10 
        11165 	       16.752 	        -0.08 	        -0.01 	         9.88 	         0.00 	        -0.01 	         0.26 
        11166 	       16.768 	         0.17 	        -0.15 	         9.82 	         0.00 	        -0.01 	         0.00 
        11167 	       16.784 	         0.19 	        -0.19 	         9.89 	         0.00 	        -0.00 	         0.00 
        11168 	       16.800 	         0.16 	        -0.15 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11169 	       16.816 	         0.15 	        -0.14 	         9.89 	         0.00 	         0.00 	         0.00 
        11170 	       16.832 	         0.12 	        -0.12 	         9.85 	         0.00 	         0.00 	        -0.00 
        11171 	       16.848 	         0.16 	        -0.15 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11172 	       16.864 	         0.19 	        -0.15 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11173 	       16.880 	         0.19 	        -0.15 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11174 	       16.896 	         0.17 	        -0.13 	         9.85 	        -0.00 	         0.00 	         0.00 
        11175 	       16.912 	         0.17 	        -0.12 	         9.85 	        -0.00 	         0.00 	         0.00 
        11176 	       16.928 	         0.14 	        -0.12 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11177 	       16.944 	         0.16 	        -0.14 	         9.84 	         0.00 	        -0.00 	        -0.00 
        11178 	       16.960 	         0.16 	        -0.16 	         9.88 	        -0.00 	         0.00 	         0.00 
        11179 	       16.976 	         0.13 	        -0.15 	         9.85 	         0.00 	         0.00 	         0.00 
        11180 	       16.992 	         0.15 	        -0.14 	         9.88 	        -0.00 	         0.00 	         0.00 
        11181 	       17.008 	         0.17 	        -0.15 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11182 	       17.024 	         0.18 	        -0.15 	         9.86 	        -0.00 	        -0.00 	         0.00 
        11183 	       17.040 	         0.16 	        -0.14 	         9.86 	        -0.00 	        -0.00 	         0.00 
        11184 	       17.056 	         0.14 	        -0.13 	         9.86 	        -0.00 	        -0.00 	         0.00 
        11185 	       17.072 	         0.15 	        -0.13 	         9.90 	        -0.00 	         0.00 	        -0.00 
        11186 	       17.088 	         0.17 	        -0.13 	         9.91 	         0.01 	         0.00 	        -0.00 
        11187 	       17.104 	         0.15 	        -0.14 	         9.85 	         0.00 	        -0.00 	         0.00 
        11188 	       17.120 	         0.19 	        -0.15 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11189 	       17.136 	         0.18 	        -0.15 	         9.87 	         0.00 	        -0.00 	         0.00 
        11190 	       17.152 	         0.17 	        -0.12 	         9.84 	         0.00 	         0.00 	         0.00 
        11191 	       17.168 	         0.14 	        -0.11 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11192 	       17.184 	         0.15 	        -0.13 	         9.87 	        -0.00 	         0.00 	        -0.00 
        11193 	       17.200 	         0.15 	        -0.11 	         9.87 	         0.00 	         0.00 	        -0.00 
        11194 	       17.216 	         0.16 	        -0.16 	         9.91 	        -0.00 	        -0.00 	         0.00 
        11195 	       17.232 	         0.14 	        -0.14 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11196 	       17.248 	         0.18 	        -0.11 	         9.88 	        -0.00 	         0.00 	         0.00 
        11197 	       17.264 	         0.13 	        -0.12 	         9.86 	        -0.00 	        -0.00 	         0.00 
        11198 	       17.280 	         0.16 	        -0.15 	         9.86 	         0.00 	         0.00 	         0.00 
        11199 	       17.296 	         0.20 	        -0.14 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11200 	       17.312 	         0.18 	        -0.14 	         9.87 	        -0.00 	         0.00 	        -0.00 
        11201 	       17.328 	         0.12 	        -0.14 	         9.86 	        -0.00 	         0.00 	         0.00 
        11202 	       17.344 	         0.16 	        -0.13 	         9.89 	         0.00 	        -0.00 	         0.00 
        11203 	       17.360 	         0.16 	        -0.11 	         9.83 	         0.00 	         0.00 	         0.00 
        11204 	       17.376 	         0.16 	        -0.13 	         9.86 	         0.00 	         0.00 	         0.00 
        11205 	       17.392 	         0.19 	        -0.17 	         9.87 	         0.00 	         0.00 	         0.00 
        11206 	       17.408 	         0.17 	        -0.13 	         9.84 	         0.00 	         0.00 	         0.00 
        11207 	       17.424 	         0.15 	        -0.16 	         9.89 	        -0.00 	         0.00 	         0.00 
        11208 	       17.440 	         0.14 	        -0.12 	         9.83 	        -0.00 	         0.00 	         0.00 
        11209 	       17.456 	         0.14 	        -0.16 	         9.89 	         0.00 	         0.00 	         0.00 
        11210 	       17.472 	         0.16 	        -0.14 	         9.87 	         0.00 	         0.00 	         0.00 
        11211 	       17.488 	         0.16 	        -0.15 	         9.86 	         0.00 	         0.00 	         0.00 
        11212 	       17.504 	         0.16 	        -0.15 	         9.86 	        -0.00 	         0.00 	         0.00 
        11213 	       17.520 	         0.15 	        -0.13 	         9.88 	         0.00 	        -0.00 	        -0.00 
        11214 	       17.536 	         0.18 	        -0.12 	         9.91 	         0.00 	         0.00 	         0.00 
        11215 	       17.552 	         0.17 	        -0.14 	         9.85 	         0.00 	        -0.00 	         0.00 
        11216 	       17.568 	         0.15 	        -0.15 	         9.89 	        -0.00 	        -0.00 	         0.00 
        11217 	       17.584 	         0.18 	        -0.13 	         9.85 	        -0.00 	         0.00 	        -0.00 
        11218 	       17.600 	         0.17 	        -0.13 	         9.91 	        -0.00 	        -0.00 	         0.00 
        11219 	       17.616 	         0.18 	        -0.14 	         9.86 	         0.00 	         0.00 	         0.00 
        11220 	       17.632 	         0.21 	        -0.17 	         9.90 	         0.00 	         0.00 	         0.00 
        11221 	       17.648 	         0.13 	        -0.14 	         9.88 	         0.00 	         0.00 	         0.00 
        11222 	       17.664 	         0.13 	        -0.16 	         9.92 	         0.00 	        -0.00 	         0.00 
        11223 	       17.680 	         0.16 	        -0.17 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11224 	       17.696 	         0.17 	        -0.17 	         9.87 	         0.00 	         0.00 	         0.00 
        11225 	       17.712 	         0.14 	        -0.14 	         9.87 	         0.00 	         0.00 	         0.00 
        11226 	       17.728 	         0.14 	        -0.16 	         9.91 	        -0.00 	         0.00 	         0.00 
        11227 	       17.744 	         0.15 	        -0.14 	         9.86 	        -0.00 	         0.00 	         0.00 
        11228 	       17.760 	         0.17 	        -0.12 	         9.87 	         0.00 	         0.00 	         0.00 
        11229 	       17.776 	         0.14 	        -0.14 	         9.84 	        -0.00 	         0.00 	         0.00 
        11230 	       17.792 	         0.17 	        -0.13 	         9.89 	        -0.00 	         0.00 	         0.00 
        11231 	       17.808 	         0.15 	        -0.15 	         9.86 	         0.00 	         0.00 	         0.00 
        11232 	       17.824 	         0.14 	        -0.14 	         9.92 	         0.00 	         0.00 	         0.00 
        11233 	       17.840 	         0.15 	        -0.14 	         9.87 	         0.00 	         0.00 	         0.00 
        11234 	       17.856 	         0.14 	        -0.14 	         9.86 	        -0.00 	         0.00 	         0.00 
        11235 	       17.872 	         0.14 	        -0.14 	         9.88 	        -0.00 	         0.00 	         0.00 
        11236 	       17.888 	         0.18 	        -0.15 	         9.87 	        -0.00 	         0.00 	         0.00 
        11237 	       17.904 	         0.12 	        -0.16 	         9.86 	        -0.00 	         0.00 	         0.00 
        11238 	       17.920 	         0.16 	        -0.16 	         9.90 	        -0.00 	         0.00 	         0.00 
        11239 	       17.936 	         0.15 	        -0.13 	         9.86 	        -0.00 	         0.00 	         0.00 
        11240 	       17.952 	         0.16 	        -0.14 	         9.85 	        -0.00 	         0.00 	         0.00 
        11241 	       17.968 	         0.17 	        -0.13 	         9.88 	         0.00 	         0.00 	         0.00 
        11242 	       17.984 	         0.17 	        -0.14 	         9.91 	        -0.00 	         0.00 	         0.00 
        11243 	       18.000 	         0.16 	        -0.17 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11244 	       18.016 	         0.19 	        -0.14 	         9.87 	         0.00 	         0.00 	         0.00 
        11245 	       18.032 	         0.15 	        -0.15 	         9.87 	         0.00 	        -0.00 	        -0.00 
        11246 	       18.048 	         0.17 	        -0.14 	         9.89 	        -0.00 	         0.00 	         0.00 
        11247 	       18.064 	         0.18 	        -0.12 	         9.87 	         0.00 	        -0.00 	         0.00 
        11248 	       18.080 	         0.16 	        -0.14 	         9.88 	         0.00 	        -0.00 	         0.00 
        11249 	       18.096 	         0.16 	        -0.14 	         9.87 	        -0.00 	         0.00 	         0.00 
        11250 	       18.112 	         0.18 	        -0.14 	         9.89 	        -0.00 	         0.00 	         0.00 
        11251 	       18.128 	         0.18 	        -0.16 	         9.86 	         0.00 	         0.00 	         0.00 
        11252 	       18.144 	         0.16 	        -0.16 	         9.88 	        -0.00 	         0.00 	         0.00 
        11253 	       18.160 	         0.14 	        -0.13 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11254 	       18.176 	         0.14 	        -0.14 	         9.85 	         0.00 	        -0.00 	         0.00 
        11255 	       18.192 	         0.17 	        -0.12 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11256 	       18.208 	         0.17 	        -0.14 	         9.87 	        -0.00 	         0.00 	         0.00 
        11257 	       18.224 	         0.15 	        -0.12 	         9.88 	         0.00 	         0.00 	         0.00 
        11258 	       18.240 	         0.18 	        -0.15 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11259 	       18.256 	         0.14 	        -0.14 	         9.90 	        -0.00 	         0.00 	         0.00 
        11260 	       18.272 	         0.16 	        -0.13 	         9.84 	         0.00 	        -0.00 	         0.00 
        11261 	       18.288 	         0.16 	        -0.16 	         9.90 	        -0.00 	         0.00 	         0.00 
        11262 	       18.304 	         0.15 	        -0.13 	         9.87 	        -0.00 	         0.00 	         0.00 
        11263 	       18.320 	         0.17 	        -0.11 	         9.86 	         0.00 	        -0.00 	         0.00 
        11264 	       18.336 	         0.14 	        -0.13 	         9.88 	         0.00 	        -0.00 	         0.00 
        11265 	       18.352 	         0.15 	        -0.15 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11266 	       18.368 	         0.15 	        -0.13 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11267 	       18.384 	         0.14 	        -0.17 	         9.90 	         0.00 	        -0.01 	         0.00 
        11268 	       18.400 	         0.17 	        -0.12 	         9.90 	        -0.00 	        -0.01 	         0.00 
        11269 	       18.416 	         0.14 	        -0.15 	         9.91 	         0.00 	        -0.01 	         0.00 
        11270 	       18.432 	         0.15 	        -0.12 	         9.88 	         0.00 	        -0.01 	        -0.00 
        11271 	       18.448 	         0.18 	        -0.15 	         9.89 	        -0.00 	        -0.01 	         0.00 
        11272 	       18.464 	         0.14 	        -0.16 	         9.87 	         0.00 	        -0.01 	         0.00 
        11273 	       18.480 	         0.22 	        -0.16 	         9.87 	        -0.00 	        -0.01 	        -0.00 
        11274 	       18.496 	         0.14 	        -0.15 	         9.88 	         0.00 	        -0.01 	        -0.00 
        11275 	       18.512 	         0.23 	        -0.20 	         9.87 	        -0.00 	        -0.02 	        -0.02 
        11276 	       18.528 	         0.22 	        -0.21 	         9.87 	         0.00 	        -0.03 	        -0.05 
        11277 	       18.544 	         0.15 	        -0.16 	         9.97 	         0.01 	        -0.09 	        -0.07 
        11278 	       18.560 	         0.28 	        -0.13 	        10.08 	         0.01 	        -0.31 	        -0.13 
        11279 	       18.576 	         0.59 	        -0.35 	        10.21 	         0.00 	        -0.73 	        -0.01 
        11280 	       18.592 	         1.39 	        -0.40 	        10.47 	         0.00 	        -0.91 	         0.03 
        11281 	       18.608 	         0.08 	         0.10 	         8.95 	        -0.02 	        -0.78 	        -0.03 
        11282 	       18.624 	         1.29 	        -0.66 	         9.83 	        -0.01 	        -0.63 	         0.18 
        11283 	       18.640 	         1.14 	        -0.13 	         9.48 	        -0.03 	        -0.64 	         0.03 
        11284 	       18.656 	         0.32 	        -0.18 	         9.81 	        -0.00 	        -0.49 	         0.19 
        11285 	       18.672 	         1.35 	        -0.30 	        10.28 	        -0.13 	        -0.67 	         0.17 
        11286 	       18.688 	         0.53 	        -0.04 	        10.00 	        -0.17 	        -0.79 	         0.15 
        11287 	       18.704 	         1.65 	        -0.33 	        10.09 	        -0.26 	        -1.01 	         0.14 
        11288 	       18.720 	         1.03 	        -0.33 	        10.03 	        -0.29 	        -1.19 	         0.14 
        11289 	       18.736 	         0.64 	        -0.12 	         9.69 	        -0.21 	        -1.30 	         0.11 
        11290 	       18.752 	         1.36 	         0.32 	         9.73 	         0.05 	        -1.21 	        -0.06 
        11291 	       18.768 	         0.06 	         0.72 	         9.79 	         0.04 	        -1.32 	        -0.03 
        11292 	       18.784 	         2.12 	        -0.23 	         9.40 	        -0.13 	        -1.35 	         0.17 
        11293 	       18.800 	         3.25 	        -0.35 	         9.29 	        -0.20 	        -1.11 	         0.13 
        11294 	       18.816 	         1.68 	        -0.31 	         9.29 	        -0.24 	        -1.04 	         0.15 
        11295 	       18.832 	         2.70 	        -0.11 	         9.66 	         0.09 	        -0.98 	         0.20 
        11296 	       18.848 	         4.34 	        -0.31 	         9.70 	         0.04 	        -0.96 	         0.11 
        11297 	       18.864 	         1.66 	         0.25 	         9.73 	         0.24 	        -1.28 	         0.17 
        11298 	       18.880 	         2.96 	        -0.32 	         9.12 	         0.23 	        -1.55 	         0.12 
        11299 	       18.896 	         3.45 	        -0.21 	         9.39 	         0.26 	        -1.63 	         0.19 
        11300 	       18.912 	         2.39 	         0.15 	         9.48 	         0.23 	        -1.68 	         0.21 
        11301 	       18.928 	         4.88 	        -0.31 	         8.51 	         0.14 	        -1.58 	         0.06 
        11302 	       18.944 	         2.07 	        -0.25 	         8.29 	         0.19 	        -1.26 	         0.14 
        11303 	       18.960 	         3.24 	        -0.67 	         8.82 	         0.09 	        -0.84 	         0.34 
        11304 	       18.976 	         4.44 	         0.31 	         8.45 	         0.03 	        -1.28 	         0.11 
        11305 	       18.992 	         5.40 	        -0.34 	         8.89 	         0.12 	        -1.11 	         0.13 
        11306 	       19.008 	         5.20 	        -0.75 	         8.59 	         0.23 	        -1.19 	         0.12 
        11307 	       19.024 	         4.45 	        -0.12 	         9.01 	         0.14 	        -1.49 	        -0.01 
        11308 	       19.040 	         5.12 	         0.01 	         8.48 	         0.20 	        -1.81 	         0.08 
        11309 	       19.056 	         5.48 	        -0.85 	         7.98 	         0.16 	        -1.77 	         0.07 
        11310 	       19.072 	         4.85 	        -0.25 	         8.21 	         0.17 	        -1.62 	         0.04 
        11311 	       19.088 	         5.49 	        -0.60 	         8.05 	         0.08 	        -1.52 	         0.07 
        11312 	       19.104 	         5.52 	        -0.08 	         8.14 	         0.04 	        -1.44 	         0.01 
        11313 	       19.120 	         6.52 	        -0.09 	         8.26 	         0.06 	        -1.49 	         0.09 
        11314 	       19.136 	         5.90 	         0.19 	         7.50 	        -0.11 	        -1.62 	        -0.03 
        11315 	       19.152 	         7.23 	         0.11 	         7.23 	         0.10 	        -1.96 	         0.02 
        11316 	       19.168 	         7.09 	        -0.26 	         7.23 	        -0.06 	        -2.20 	         0.06 
        11317 	       19.184 	         6.84 	        -0.65 	         6.85 	         0.15 	        -2.17 	         0.17 
        11318 	       19.200 	         7.09 	         0.25 	         6.34 	         0.09 	        -2.66 	         0.11 
        11319 	       19.216 	         7.62 	        -0.30 	         5.86 	         0.11 	        -2.46 	         0.19 
        11320 	       19.232 	         8.05 	         0.40 	         6.36 	         0.20 	        -2.11 	         0.16 
        11321 	       19.248 	         8.81 	         0.22 	         6.30 	         0.27 	        -1.72 	         0.10 
        11322 	       19.264 	         8.95 	        -0.53 	         5.03 	         0.08 	        -2.02 	         0.01 
        11323 	       19.280 	         7.98 	        -0.10 	         5.64 	        -0.15 	        -1.60 	         0.00 
        11324 	       19.296 	         8.54 	        -0.53 	         5.37 	        -0.07 	        -1.37 	        -0.01 
        11325 	       19.312 	         8.69 	         0.03 	         4.96 	         0.33 	        -0.67 	         0.18 
        11326 	       19.328 	         8.20 	        -0.36 	         5.44 	         0.56 	        -0.27 	         0.34 
        11327 	       19.344 	         8.59 	        -0.42 	         4.99 	         0.82 	        -0.20 	         0.30 
        11328 	       19.360 	         8.62 	        -0.17 	         4.84 	         0.48 	         0.14 	         0.14 
        11329 	       19.376 	         8.72 	        -0.11 	         4.78 	         0.49 	         0.35 	         0.20 
        11330 	       19.392 	         8.66 	        -0.02 	         5.03 	         0.56 	         0.44 	         0.12 
        11331 	       19.408 	         8.64 	        -0.25 	         5.31 	         0.58 	         0.32 	         0.06 
        11332 	       19.424 	         8.56 	        -0.45 	         5.69 	         0.63 	         0.00 	        -0.11 
        11333 	       19.440 	         8.63 	        -0.01 	         4.96 	         0.55 	        -0.36 	        -0.37 
        11334 	       19.456 	         8.76 	         0.32 	         4.38 	         0.30 	        -0.28 	        -0.38 
        11335 	       19.472 	         8.74 	         0.42 	         4.58 	         0.03 	        -0.06 	        -0.35 
        11336 	       19.488 	         8.51 	         0.21 	         5.10 	        -0.09 	        -0.08 	        -0.36 
        11337 	       19.504 	         8.60 	         0.47 	         4.96 	        -0.13 	        -0.21 	        -0.39 
        11338 	       19.520 	         8.64 	         0.44 	         4.75 	        -0.05 	        -0.29 	        -0.01 
        11339 	       19.536 	         8.61 	         0.62 	         4.81 	         0.20 	        -1.04 	         0.37 
        11340 	       19.552 	         8.72 	         1.35 	         5.51 	        -0.09 	        -1.07 	         0.38 
        11341 	       19.568 	         8.74 	         0.17 	         4.88 	        -0.49 	        -0.33 	         0.11 
        11342 	       19.584 	         8.76 	         0.01 	         4.97 	        -0.37 	        -0.42 	         0.10 
        11343 	       19.600 	         8.83 	         0.12 	         4.55 	        -0.55 	        -0.66 	         0.14 
        11344 	       19.616 	         9.15 	        -0.27 	         4.40 	        -0.61 	        -0.70 	         0.11 
        11345 	       19.632 	         9.01 	        -0.42 	         4.77 	        -0.38 	        -0.69 	        -0.00 
        11346 	       19.648 	         9.28 	        -0.93 	         4.81 	        -0.12 	        -1.04 	        -0.22 
        11347 	       19.664 	         8.97 	        -0.09 	         4.52 	         0.15 	        -1.29 	        -0.45 
        11348 	       19.680 	         9.16 	         0.05 	         3.87 	         0.26 	        -1.41 	        -0.46 
        11349 	       19.696 	         9.09 	         0.55 	         3.31 	         0.23 	        -1.36 	        -0.42 
        11350 	       19.712 	         9.35 	         0.45 	         2.98 	         0.07 	        -1.25 	        -0.24 
        11351 	       19.728 	         9.39 	         0.51 	         2.77 	        -0.09 	        -1.11 	        -0.10 
        11352 	       19.744 	         9.38 	         0.51 	         2.90 	        -0.27 	        -0.99 	         0.01 
        11353 	       19.760 	         9.28 	         0.37 	         3.42 	        -0.37 	        -1.15 	         0.09 
        11354 	       19.776 	         9.32 	         0.11 	         3.31 	        -0.34 	        -1.54 	         0.06 
        11355 	       19.792 	         9.46 	         0.14 	         2.70 	        -0.24 	        -1.79 	         0.26 
        11356 	       19.808 	         9.65 	         0.04 	         2.23 	        -0.32 	        -1.83 	         0.18 
        11357 	       19.824 	         9.66 	         0.08 	         1.97 	        -0.48 	        -1.96 	        -0.03 
        11358 	       19.840 	        10.89 	        -0.75 	         0.54 	        -0.48 	        -1.89 	        -0.11 
        11359 	       19.856 	         9.89 	        -0.27 	         2.03 	         0.01 	        -1.40 	        -0.50 
        11360 	       19.872 	        10.00 	         0.45 	         0.42 	        -0.01 	        -1.37 	        -0.55 
        11361 	       19.888 	         9.88 	         0.51 	         0.38 	        -0.01 	        -0.83 	        -0.32 
        11362 	       19.904 	         9.90 	         0.54 	         0.39 	         0.01 	        -0.55 	        -0.15 
        11363 	       19.920 	         9.99 	         0.48 	         0.37 	         0.05 	        -0.31 	         0.08 
        11364 	       19.936 	         9.92 	         0.47 	         0.69 	         0.00 	        -0.17 	         0.08 
        11365 	       19.952 	         9.75 	         0.55 	         0.72 	        -0.00 	        -0.07 	         0.10 
        11366 	       19.968 	        10.02 	         0.18 	         0.52 	         0.01 	         0.09 	         0.13 
        11367 	       19.984 	         9.92 	         0.22 	         0.62 	        -0.00 	         0.16 	         0.13 
        11368 	       20.000 	         9.76 	         0.45 	         0.80 	        -0.01 	         0.19 	         0.19 
        11369 	       20.016 	         9.77 	         0.73 	         0.41 	        -0.15 	         0.13 	         0.43 
        11370 	       20.032 	         9.93 	         0.30 	         0.57 	        -0.13 	         0.34 	         0.67 
        11371 	       20.048 	         9.91 	         0.05 	         0.92 	        -0.09 	         0.60 	         0.80 
        11372 	       20.064 	        10.01 	         0.01 	         0.91 	        -0.48 	         0.37 	         0.97 
        11373 	       20.080 	         9.49 	        -1.27 	         1.90 	        -0.44 	        -0.05 	         0.01 
        11374 	       20.096 	         9.80 	        -0.70 	         1.19 	        -0.27 	        -0.29 	        -0.01 
        11375 	       20.112 	        10.00 	        -0.43 	         0.69 	        -0.04 	        -0.32 	        -0.01 
        11376 	       20.128 	         9.94 	        -0.23 	         0.85 	        -0.18 	        -0.36 	        -0.02 
        11377 	       20.144 	        10.04 	         0.00 	         0.35 	        -0.09 	        -0.29 	        -0.01 
        11378 	       20.160 	         9.85 	        -0.38 	         0.88 	        -0.13 	        -0.22 	        -0.01 
